"Shoulder Press, on Multi Press",13,"<p>The exercise is basically the same as with a free barbell:</p>
<p>Sit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>",
Shoulder Shrug,13,"The shoulder shrug (usually called simply the shrug) is an exercise in weight training used to develop the upper trapezius muscle. The lifter stands erect, hands about shoulder width apart, and raises the shoulders as high as possible, and then lowers them, while not bending the elbows, or moving the body at all. The lifter may not have as large a range of motion as in a normal shrug done for active flexibility. It is usually considered good form if the slope of the shoulders is horizontal in the elevated position.","1,3"
"Shrugs, Barbells",13,"<p>Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",1
"Shrugs, Dumbbells",13,"<p>Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",3
Side Crunch,10,<p>Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.</p>,4
Side Dumbbell Trunk Flexion,12,"<p>AKA dumbbell side bends. Stand in line with the hips with slightly bent knees, maintain the natural curvature of the spine, hand stretched by the body, grip the barbell with one hand. <em> </em>Make slow and controlled torso side flexions till you reach the angle of approximately 45°.</p>",3
Side-lying External Rotation,13,"<p>With a weight in one hand, lie on your side opposite the weight. Keep your knees slightly bent. Hold your elbow against your side, and extend your upper arm straight ahead of you. While continuing to hold your elbow against your side, rotate your upper arm 90 degrees upwards.</p>
<p>It is helpful to place a towel under your armpit to help with the form on this exercise. Placing a support under your head for the duration of the exercise is also a good idea.</p>",
Side Plank,10,<p>Works your obliques and helps stabilize your spine. Lie on your side and support your body between your forearm and knee to your feet.</p>,7
Side Raise,13,"<p>Stand up or sit , keep both weights in front against legs or at side. Keep arms at around a 90 degree angle. Lift elbows up slowly and squeese traps when at topmost position. Lower the weights slowly back to starting position.</p>
<p>2 seconds up, 2 seconds down</p>",1
Side to Side Push Ups,11,"<p>-start in push up position</p>
<p>-lean the body weight to the right side, and complete a push up with the chest over the right hand</p>
<p>-come back to the centered position</p>
<p>-on rep 2, lean to the left side</p>",
Single-arm Preacher Curl,8,"<p>Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.</p>",3
"Single-arm, Standing Split-stance Cable Row",12,"<ol>
<li>Standing in front of a cable machine, hold the cable attachment in one hand at shoulder height.</li>
<li>Keep your ribs down, abs tight and tailbone tucked between your knees.</li>
<li>Pull the cable back, finishing with your shoulder blade locked inward and down.</li>
<li>Prevent your shoulder from shifting forward at the finish of the movement.</li>
</ol>",
Single Leg Deadlift,9,"<ol>
<li>Hold a kettlebell in one hand, hanging to the side. Stand on one leg, on the same side that you hold the kettlebell.</li>
<li>Keeping that knee slightly bent, perform a stiff-legged deadlift by bending at the hip, extending your free leg behind you for balance. Continue lowering the kettlebell until you are parallel to the ground, and then return to the upright position. Repeat for the desired number of repetitions.</li>
</ol>",10
Single-leg Glute Bridge,9,"<ol>
<li>Lay on the floor with your feet flat and knees bent.</li>
<li>Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position.</li>
<li>Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground.</li>
<li>Extend as far as possible, pause and then return to the starting position.</li>
</ol>",
Sitting Calf Raises,14,"<p>Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.</p>",
Sit-ups,10,"<p>Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.</p>
<p> </p>",
Skipping - Standard,14,"<p>Do a single, double footed jump for each swing of the rope.</p>
<p>Work on a smooth, rhythmical movement, bouncing lightly on the balls of your feet.</p>",
Slide Planks,10,<p>From a basic plank place your feet on a towel or old tee shirt and rapidly slide your feet up towards your chest. Kick it up a knotch by sliding up a 45 degree angle.</p>,
Sling: Suspended Crunch,10,"<p>Suspend both legs in the sling. Begin with your legs straight and your hips extended. This will be your starting position.</p>
<p>""Walk"" forward on your arms or elbows. The further forward you go the harder it will become.</p>
<p>Pull your knees up to chest quickly and release slowly back to the starting position.</p>",
Smith Machine Close-grip Bench Press,8,"<p>Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.</p>",
Soccer,9,"This exercise entails anything involving soccer, including any exercises that are soccer-related.",
Speed Deadlift,9,<p>Deadlift with short (&lt;1min) rest between sets.</p>,
Spinning,9,<p>The main muscles used in a spinning exercise are the quadriceps.</p>,
Splinter Sit-ups,10,"<p>Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the left and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.</p>",
Squat,9,"A squat is a strength exercise in which the trainee lowers his or her hips from a standing position and then stands back up. During the descent of a squat, the hip and knee joints flex while the ankle joint dorsiflexes; conversely the hip and knee joints extend and the ankle joint plantarflexes when standing up. Another Description is : <p>Squat is something everyone does!</p> Another Description is : <p>High-bar squats with a barbell on your back.</p>","1,3,10"
Squat Jumps,9,"<p>Jump wide, then close</p>",
Squat Thrust,9,"The burpee, or squat thrust, is a full body exercise used in strength training and as an aerobic exercise. The basic movement is performed in four steps and known as a four-count burpee: Begin in a standing position. Move into a squat position with your hands on the ground. (count 1) Kick your feet back into a plank position, while keeping your arms extended. (count 2) Immediately return your feet into squat position. (count 3) Stand up from the squat position (count 4)",7
Standing Bicep Curl,8,Stand holding dumbbells at shoulder width apart. Face forearm upward and keep upper arm still while raising each dumbbell up to your shoulder.,3
Standing Calf Raises,14,"<p>Get onto the calf raises machine, you should able to completely push your calves down. Stand straight, don't make a hollow back and don't bend your legs. Pull yourself up as high as you can. Make a small pause of 1 - 2 seconds and go slowly down.</p>",
Standing Rope Forearm,8,"<p>Grab a wrist roller tool with both hands while standing with your feet about shoulder width apart. If your gym does not have a wrist roller tool, you can easily put one together. All you need is a 5 or 10 pound weight plate, a strong thin rope about 3 feet long and a 6-8 inch stick or bar. Securely fasten the rope to the middle of the bar/stick and tie the other end of the rope to the weight plate. To begin this exercise, grab the bar/stick with both hands using an overhand grip. Extend both arms straight out in front of you, parallel to the floor. Next, roll the weight up from the floor by rapidly twisting the bar/stick with your hands and wrists. Once the weight reaches the top, slowly lower the plate back to the floor by reversing the motion of your hands and wrists. Repeat (if you can!).</p>",
Stationary Bike,9,<p>Ride a Stationary Bike with various tensions.</p>,
Stationary Rower,9,"<p>While this is dominantly a leg exercise, the abdominals, back, arms and lats are also utilised.  </p>",
Stiff-legged Deadlifts,9,"<ul>
<li>Keep legs straight</li>
<li>Keep back straight</li>
</ul>",1
Straight-arm Pull Down (bar Attachment),12,"<p>Use the straight bar attachment on a high pulley. Grasp the two ends of the bar with your palms facing downward and your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",
Straight-arm Pull Down (rope Attachment),12,"<p>Use the rope attachment on a high pulley. Grasp the two ends of the rope with your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",
Sumo Deadlift,9,"<ol>
<li>Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.</li>
<li>Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.</li>
<li>As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together.</li>
<li>Return the weight to the ground by bending at the hips and controlling the weight on the way down.</li>
</ol>",
Sumo Squats,9,"<p>Stand with your feet wider than your shoulders, with your toes pointed out at a 45 degree angle and barbell on your shoulder.</p>
<p>While keeping your back straight, descend slowly by bending at the knees and hips as if you are sitting down (squatting).</p>
<p>Lower yourself until your quadriceps and hamstrings are parallel to the floor.</p>
<p>Return to the starting position by pressing upwards and extending your legs while maintaining an equal distribution of weight on your forefoot and heel.</p>",1
Superman,12,"<p>Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and legs at the same time, as if you were flying, and contract the lower back. Make sure that you are breathing and, depending on your fitness level, hold the movement for at least two to five seconds per repetition.</p>",4
Swimming,9,"<p>Freestyle stroke. Additional muscles are used that aren't currently available to select in wger. Also, water is needed, which isn't currently an option for equipment.</p>",
Thruster,9,"<ol>
<li>Start by doing a front squat</li>
<li>At the top position, push the bar above your head (similar to a press)</li>
<li>Lower the bar to the shoulders</li>
</ol>",1
Triceps Extensions on Cable,8,"<p>Grab the cable, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Rotate your hands outwards at the very end and go back to the initial position without pause.</p>",
Triceps Extensions on Cable With Bar,8,"<p>Grab the bar, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Without pause go back to the initial position.</p>",
Triceps Pushdown V-shape Bar,8,<p>Standing triceps pushdown vertical (not extension) with a V-shaped bar</p>,1
Trunk Rotation With Cable ,10,<p>Seated trunk rotation with cable </p>,
Turkish Get-Up,10,"<p>Starting on back, move to the standing position with dumbbell in one hand.  Switch hands between reps.</p>",3
Two Dumbbell Clean And Press,13,"<p> </p>
<p>How to Clean and Press</p>
<p> </p>
<p>As I mentioned, the technique for a dumbbell clean isn't quite as simple as doing a barbell clean while holding a pair of dumbbells.</p>
<p> </p>
<p>First of all, a seven-foot long bar forces you to take a pronated grip (palms down, knuckles facing front). That's how we clean or snatch; it's usually how we deadlift; it's how we instinctually grab the bar when we're about to do almost anything with it.</p>
<p> </p>
<p>A pair of dumbbells not only don't force you to have any particular hand position, other than the one you find most comfortable or powerful, it actually makes it unnaturally clumsy to try to maintain a barbell-esque pronated grip at the start of the exercise. The most efficient way of doing a dumbbell clean is to not think about doing a clean at all. Think of doing a ""power hammer curl from the floor.""</p>
<p> </p>
<p>Begin with the dumbbells on the ground just outside your feet, with the left dumbbell pointing roughly ""1 and 7"" on a clock and the right dumbbell pointing roughly ""11 and 5."" Squat down, feet being a comfortable width apart, and grab both dumbbells. Your arms should be able to slide down along the outside of your legs, without the legs interfering in keeping the arms locked at the start.</p>
<p> </p>
<p>Keeping a flat back, begin the dumbbell clean using the same lower body and torso position as with a barbell, allowing the dumbbells to rise next to or slightly in front of your legs. As the weights approach your knees, explode up with maximum force and control the weights enough to keep them from looping too far forward, while also maintaining a predominantly thumbs-up, hammer curl-type orientation.</p>
<p> </p>
<p>Receive the weight by catching it with a slight dip as it comes to rest in front of your shoulders, elbows pushed forward so you look like a slightly-awkward midpoint of a legit hammer curl.</p>
<p> </p>
<p>Congrats, you've just completed the first half of a dumbbell clean and press. Unfortunately, it's like wrapping up foreplay with Khloe Kardashian. If you thought that was tough to get through, you're not gonna enjoy the next part, either.</p>
<p> </p>
<p>Immediately take a quick breath in, brace your abs and glutes, and press the weights overhead. No jerky or jumping leg drive. This isn't a clean and push press, so keep it strict. If you're pressing for any substantial number of reps, you'll find it easiest to maintain a mostly-neutral grip, rather than externally rotating the arms to get the dumbbells into ""regular"" press position (palms facing forward).</p>
<p> </p>
<p>Preserving muscular energy whenever possible goes a long way with such a big exercise. While a neutral-grip overhead press will slightly increase the front delt and triceps activation, you'll also be starting the press from a stronger biomechanical position (with the elbows brought in rather than rotated out), which will maintain joint health and could improve pressing strength – a pretty solid tradeoff in my book.</p>
<p> </p>
<p>Once both arms are locked out overhead, take another quick breath before lowering the weights to your shoulders (either hand orientation, neutral or pronated, is fine), then lower them to the waist as in the negative of a quick hammer curl, catching them with a knee dip and a flat back to lessen the impact on the wrist, elbow, shoulder, and low back, and then squat to place them on the ground.</p>
<p> </p>
<p>All of that makes one rep, and you're doing how many more this set?</p>",3
Underhand Lat Pull Down,12,"<p>Grip the pull-down bar with your palms facing you and your hands closer than shoulder-width apart. Lean back slightly and keep your back straight. Pull the bar down towards your chest, pulling your shoulders back slightly at the end of the motion.</p>",
Upper Body,11,<p>Full workout of the upper arms body n chest. Focusing on the core</p>,"1,8,3,4,9,7"
Upper External Oblique,11,<p>Exercise for upper external oblique muscles</p>,6
Upright Row,13,"The upright row is a weight training exercise performed by holding a grips with the overhand grip and lifting it straight up to the collarbone. This is a compound exercise that involves the trapezius, the deltoids and the biceps. The narrower the grip the more the trapezius muscles are exercised, as opposed to the deltoids. Another Description is : <p>Grasp bar with shoulder width or slightly narrower overhand grip.</p>
<p>Pull the bar to neck with elbows leading. Allow wrists to flex as bar rises.</p>
<p>Lower and repeat.</p>","1,3"
"Upright Row, on Multi Press",13,"<p>The movements are basically the same as with an SZ-bar, but you use the bar on the multi press:</p>
<p>Stand straight, your feet are shoulder-width apart. Hold the bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",
"Upright Row, Smith Machine",13,"<ol>
<li>Select the desired weight and load it onto a barbell.</li>
<li>Unrack the bar by rotating the safety latches off the j-hooks.</li>
<li>Inhale, brace your abs, and then lead the movement by driving the elbows high as you pull the bar to chest height.</li>
<li>When the bar has reached its peak, reverse the movement slowly while controlling the bar back to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>",
"Upright Row, SZ-bar",13,"<p>Stand straight, your feet are shoulder-width apart. Hold the SZ-bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",2
Upright Row w/ Dumbbells,13,<p>Feet apart at shoulder width. Nice and Slow!</p>,3
V-Bar Pulldown,12,<p>Pulldowns using close grip v-bar.</p>,
Vertical Pull,12,<p>Vertical Pull from Convict Conditioning</p>,
Walking,9,"Walking, distance and time. Should allow a range of inputs (running, etc) Another Description is : Walking (also known as ambulation) is one of the main gaits of locomotion among legged animals. Walking is typically slower than running and other gaits. Walking is defined by an inverted pendulum gait in which the body vaults over the stiff limb or limbs with each step. This applies regardless of the unusable number of limbs—even arthropods, with six, eight, or more limbs, walk. Another Description is : Walking (also known as ambulation) is one of the main gaits of locomotion among legged animals. Walking is typically slower than running and other gaits. Walking is defined by an inverted pendulum gait in which the body vaults over the stiff limb or limbs with each step. This applies regardless of the unusable number of limbs—even arthropods, with six, eight, or more limbs, walk. Another Description is : Walking (also known as ambulation) is one of the main gaits of locomotion among legged animals. Walking is typically slower than running and other gaits. Walking is defined by an inverted pendulum gait in which the body vaults over the stiff limb or limbs with each step. This applies regardless of the unusable number of limbs—even arthropods, with six, eight, or more limbs, walk.",
Wallballs,9,"<p>throw a medicine ball against a 3m high target and squat down.</p>
<p>9kg medicine ball for man</p>
<p>6kg for women </p>",
Wall Pushup,8,<p>Pushup against a wall</p>,7
Wall Slides,12,"<p>Stand with heels,  shoulders, back of head,  and hips touching the wall. Start with biceps straight out and elbows at a 90 degree angle. Straighten the arms while remaining againstthe wall without arching the back off of the wall, mimicking a shoulder press movement. </p>",7
Wall Squat,9,"<p>Find a nice flat piece of wall and stand with your back leaning against the wall. Slowly slide down the wall while moving your feet away from it, until your thighs are parallel to the ground and both your knees and your hips are bent at a 90° angle. Cross your arms in front of your chest and hold this position for 30 seconds.</p>
<p>Variant: put a big inflated rubber ball (like a small basketball) between your knees and squeeze the ball while holding the squat position</p>",7
Weighted Step,9,"<p>Box step-ups w/ barbell, 45's on each side</p>",1
Weighted Step-ups,9,<p>box step ups w/ barbell and 45's on each side</p>,
What,10,"<p>After you submit the form, the administrators will be notified. Once it is reviewed, it will be added to the database. Till this happens, it will not be visible in the overview or the search. In case you added your email when you registered, you will get notified when the process is completed successfully.</p>",
Wide-grip Pulldown,12,<p>Lat pulldowns with a wide grip on the bar.</p>,
Wide Pull-ups,12,<p>Like normal pull-ups but wider grip.</p>,6
Wrist Curl,8,"<p>Forearm wrist Curls. </p>
<p> </p>
<ol>
<li>Sit on a flat bench with a dumbbell in your right hand.</li>
<li>Place your feet flat on the floor, at a distance that is slightly wider than shoulder width apart.</li>
<li>Lean forward and place your right forearm on top of your upper right thigh with your palm up. <strong>Tip:</strong> Make sure that the front of the wrist lies on top of your knees. This will be your starting position.</li>
<li>Lower the dumbbell as far as possible as you keep a tight grip on the dumbbell. Inhale as you perform this movement.</li>
<li>Now curl the dumbbell as high as possible as you contract the forearms</li>
<li>Perform for the recommended amount of repetitions, switch arms and repeat the movement.</li>
</ol>
<p> </p>",1
Yolk Walks,13,<p>Grab barbell and place on shoulders then walk</p>,1
Z Curls,8,"<p>-Perform a traditional dumbbell biceps curl, pausing at the top of the motion.</p>
<p>-Twist your hands until your palms are facing away from your shoulders (in reverse curl position).  Basically, twist your right wrist inwards to the left, and vice versa.</p>
<p>-In a slow, controlled movement, lower the Dbells with your palms facing the ground.  At the bottom of the motion, twist your wrists back into the traditional curl grip (palms facing up, towards shoulder).</p>
<p>-That is 1 rep</p>
<p> </p>",
Zercher Cycle,12,<p>Deadlift &amp; Zercher Squat combined</p>,1
